code,subject,number,title,credits_min,credits_max,level,school,section_count
BIOC-B 880,BIOC,880,RESEARCH: BIOCHEMISTRY,1.0,12.0,800,Biochemistry (BIOC),12
BIOC-G 901,BIOC,901,ADVANCED RESEARCH,6.0,6.0,900,Biochemistry (BIOC),1
BIOL-B 221,BIOL,221,THE BIOLOGY OF COFFEE,3.0,3.0,200,Biology (BIOL),2
BIOL-B 370,BIOL,370,PLANT & HUMAN AFFRS GENOME ERA,3.0,3.0,300,Biology (BIOL),1
BIOL-G 599,BIOL,599,THESIS RESEARCH,0.0,0.0,500,Biology (BIOL),1
BIOL-G 901,BIOL,901,ADVANCED RESEARCH,6.0,6.0,900,Biology (BIOL),1
BIOL-H 122,BIOL,122,HONORS INTRODUCTORY BIOLOGY,4.0,4.0,100,Biology (BIOL),1
BIOL-L 104,BIOL,104,INTRODUCTORY BIOLOGY LECTURES,3.0,3.0,100,Biology (BIOL),2
BIOL-L 111,BIOL,111,"FNDTNS OF BIOL:DIVRS,EVOL,ECOL",4.0,4.0,100,Honors (HON),34
BIOL-L 112,BIOL,112,FNDTNS OF BIOL: BIOL MECHANISMS,4.0,4.0,100,Biology (BIOL),30
BIOL-L 113,BIOL,113,BIOLOGY LABORATORY,3.0,3.0,100,Biology (BIOL),20
BIOL-L 211,BIOL,211,MOLECULAR BIOLOGY,3.0,3.0,200,Biology (BIOL),4
BIOL-L 307,BIOL,307,BIODIVERSITY,3.0,3.0,300,Biology (BIOL),1
BIOL-L 311,BIOL,311,GENETICS,3.0,3.0,300,Biology (BIOL),12
BIOL-L 312,BIOL,312,CELL BIOLOGY,3.0,3.0,300,Biology (BIOL),1
BIOL-L 313,BIOL,313,CELL BIOLOGY LABORATORY,3.0,3.0,300,Biology (BIOL),2
BIOL-L 318,BIOL,318,EVOLUTION,3.0,3.0,300,Animal Behavior (ABEH),2
BIOL-L 319,BIOL,319,GENETICS LABORATORY,3.0,3.0,300,Biology (BIOL),3
BIOL-L 323,BIOL,323,MOLECULAR BIOLOGY LABORATORY,3.0,3.0,300,Biology (BIOL),4
BIOL-L 326,BIOL,326,BIODIVERSE-CITY,3.0,3.0,300,Biology (BIOL),1
BIOL-L 340,BIOL,340,BIOLOGY OF SEXUAL DIVERSITY,3.0,3.0,300,Biology (BIOL),1
BIOL-L 410,BIOL,410,TOPICAL ISSUES IN BIOLOGY,3.0,3.0,400,Biology (BIOL),2
BIOL-L 417,BIOL,417,DEVELPMTL BIOLOGY & STEM CELLS,3.0,3.0,400,Biology (BIOL),1
BIOL-L 474,BIOL,474,FIELD & LABORATORY ECOLOGY,3.0,3.0,400,Biology (BIOL),1
BIOL-L 485,BIOL,485,"GENETICS, BIOLOGICAL RESEARCH",3.0,3.0,400,Biology (BIOL),1
BIOL-L 500,BIOL,500,INDEPENDENT STUDY,1.0,12.0,500,Biology (BIOL),1
BIOL-L 501,BIOL,501,INDEP STUDY ROTATIONS,1.0,6.0,500,Biology (BIOL),1
BIOL-L 570,BIOL,570,SEM IN ECOLOGY & ENVIRON BIOL,1.0,1.0,500,Animal Behavior (ABEH),1
BIOL-L 577,BIOL,577,THEORETICAL ECOLOGY,3.0,3.0,500,Biology (BIOL),1
BIOL-L 585,BIOL,585,MOLECULAR GENETICS,3.0,3.0,500,Biology (BIOL),1
BIOL-L 800,BIOL,800,L-800 RESEARCH,1.0,12.0,800,Biology (BIOL),13
BIOL-M 250,BIOL,250,MICROBIOLOGY,3.0,3.0,200,Biology (BIOL),1
BIOL-M 315,BIOL,315,MICROBIOLOGY LABORATORY,2.0,2.0,300,Biology (BIOL),9
BIOL-M 316,BIOL,316,MOLECULAR MICROBIOLOGY LAB,3.0,3.0,300,Biology (BIOL),1
BIOL-M 380,BIOL,380,MICROBIOLOGY OF INFECT DISEASE,3.0,3.0,300,Biology (BIOL),1
BIOL-M 430,BIOL,430,VIROLOGY LECTURE,3.0,3.0,400,Biology (BIOL),1
BIOL-M 435,BIOL,435,VIRAL-TISSUE-CULTURE LAB,3.0,3.0,400,Biology (BIOL),1
BIOL-M 440,BIOL,440,MEDICAL MICROBIOLOGY LECTURES,3.0,3.0,400,Biology (BIOL),1
BIOL-M 445,BIOL,445,MED MICROBIOLOGY LABORATORY,3.0,3.0,400,Biology (BIOL),1
BIOL-M 480,BIOL,480,MICROBIAL & MOLECULAR GENETICS,3.0,3.0,400,Biology (BIOL),1
BIOL-M 500,BIOL,500,INTRODUCTION TO RESEARCH,1.0,6.0,500,Biology (BIOL),1
BIOL-M 550,BIOL,550,MICROBIOLOGY,3.0,3.0,500,Biology (BIOL),1
BIOL-M 800,BIOL,800,M-800 RESEARCH,1.0,12.0,800,Biology (BIOL),12
BIOL-P 451,BIOL,451,INTEGRATIVE HUMAN PHYSIOLOGY,4.0,4.0,400,Biology (BIOL),3
BIOL-S 211,BIOL,211,"MOLECULAR BIOLOGY, HONORS",5.0,5.0,200,Biology (BIOL),2
BIOL-S 311,BIOL,311,"GENETICS, HONORS",3.0,3.0,300,Biology (BIOL),1
BIOL-S 318,BIOL,318,"EVOLUTION, HONORS",4.0,4.0,300,Biology (BIOL),2
BIOL-T 575,BIOL,575,MOLECULAR BIOLOGY,3.0,3.0,500,Biology (BIOL),1
BIOL-T 583,BIOL,583,PROB IN GENETICS-HIGHER ORGAN,3.0,3.0,500,Biology (BIOL),1
BIOL-T 591,BIOL,591,HISTORY OF LIFE,3.0,3.0,500,Biology (BIOL),1
BIOL-X 150,BIOL,150,ASURE BIOL RES 1,4.0,4.0,100,Biology (BIOL),5
BIOL-X 371,BIOL,371,INTERNSHIP IN BIOL INSTRUCTION,3.0,3.0,300,Biology (BIOL),2
BIOL-X 473,BIOL,473,INTERNSHIP IN BIOLOGY,1.0,6.0,400,Biology (BIOL),1
BIOL-X 490,BIOL,490,INDIVIDUAL STUDY,1.0,12.0,400,Biology (BIOL),1
BIOL-Z 374,BIOL,374,INVERTEBRATE ZOOLOGY,3.0,3.0,300,Biology (BIOL),1
BIOL-Z 375,BIOL,375,INVERTEBRATE ZOOLOGY LAB,2.0,2.0,300,Biology (BIOL),1
BIOL-Z 460,BIOL,460,ANIMAL BEHAVIOR,3.0,3.0,400,Animal Behavior (ABEH),1
BIOL-Z 620,BIOL,620,SPECIAL TOPICS IN ZOOLOGY,3.0,3.0,600,Biology (BIOL),6
BIOT-T 105,BIOT,105,INTRODUCTION TO BIOTECHNOLOGY,3.0,3.0,100,Biotechnology (BIOT),1
BIOT-T 301,BIOT,301,SEMINAR IN BIOTECHNOLOGY,1.0,1.0,300,Biotechnology (BIOT),1
BIOT-T 310,BIOT,310,BIOTECHNOLOGY LECTURE,3.0,3.0,300,Biotechnology (BIOT),1
BIOT-T 315,BIOT,315,BIOTECHNOLOGY LABORATORY,3.0,3.0,300,Biotechnology (BIOT),1
BIOT-T 322,BIOT,322,BIOTECHNOLOGY WRITING & COMM,3.0,3.0,300,Biotechnology (BIOT),1
BIOT-T 425,BIOT,425,LAB IN MACROMOLECULES,3.0,3.0,400,Biotechnology (BIOT),1
BIOT-T 500,BIOT,500,PROJECT LAB IN BIOTECHNOLOGY,1.0,3.0,500,Biotechnology (BIOT),2
BIOT-T 501,BIOT,501,BIOCHEMISTRY INSTRUMENTATION,2.0,2.0,500,Biotechnology (BIOT),2
BIOT-T 502,BIOT,502,MAMMALIAN TISSUE CULTURE,2.0,2.0,500,Biotechnology (BIOT),2
BIOT-T 508,BIOT,508,THEORY & APPL OF BIOTECH LECT I,3.0,3.0,500,Biotechnology (BIOT),1
BIOT-T 521,BIOT,521,CONTEMP TOPICS IN RES ETHICS,3.0,3.0,500,Biotechnology (BIOT),1
BIOT-T 525,BIOT,525,"PROTEIN EXPRSN, PURIF & CHAR LAB",3.0,3.0,500,Biotechnology (BIOT),1
BIOT-T 590,BIOT,590,GRADUATE RESEARCH,1.0,3.0,500,Biotechnology (BIOT),4
BIOT-T 680,BIOT,680,SPECIALIZED TOPICS IN BIOT,1.0,1.0,600,Biotechnology (BIOT),1
BIOT-X 150,BIOT,150,ASURE BIOTECH RESEARCH LAB 1,3.0,3.0,100,Biotechnology (BIOT),1
BIOT-X 371,BIOT,371,TEACHING IN BIOTECH,1.0,3.0,300,Biotechnology (BIOT),1
BIOT-X 498,BIOT,498,INDEPENDT RESEARCH: BIOTECH,1.0,3.0,400,Biotechnology (BIOT),1
BIOT-X 499,BIOT,499,CAPSTONE IN BIOTECH,1.0,3.0,400,Biotechnology (BIOT),1
BUS-A 100,BUS,100,INTRO TO ACCOUNTING PRINCIPLES,1.0,1.0,100,Business (BUS),12
BUS-A 200,BUS,200,ACCOUNTING NON-BUSINESS MAJORS,3.0,3.0,200,Business (BUS),5
BUS-A 304,BUS,304,FINANCIAL REPORTING & ANALYSIS,3.0,3.0,300,Business (BUS),47
BUS-A 306,BUS,306,MANAGEMENT ACCTING & ANALYSIS,3.0,3.0,300,Business (BUS),44
BUS-A 307,BUS,307,FINANCIAL REPORTING: HONORS,3.0,3.0,300,Honors (HON),3
BUS-A 310,BUS,310,INTERM FINANCIAL REPORT: USERS,3.0,3.0,300,Business (BUS),13
BUS-A 311,BUS,311,INTERM FIN'L REPRTNG & ANALYS I,3.0,3.0,300,Business (BUS),7
BUS-A 312,BUS,312,INTER FIN'L REPRTNG & ANALYS II,3.0,3.0,300,Business (BUS),8
BUS-A 313,BUS,313,INTRO TO CAREERS IN ACCOUNTING,1.5,1.5,300,Business (BUS),5
BUS-A 314,BUS,314,ACCOUNTING ANALYTICS AND AI,3.0,3.0,300,Business (BUS),10
BUS-A 315,BUS,315,ASSURANCE & RISK ADVSRY WKSHP,1.5,1.5,300,Business (BUS),1
BUS-A 316,BUS,316,TAX ADVISORY SERVICES WORKSHOP,1.5,1.5,300,Business (BUS),1
BUS-A 317,BUS,317,CORP ACCTNG & ADVISORY WRKSHOP,1.5,1.5,300,Business (BUS),1
BUS-A 324,BUS,324,MGMT ACCOUNTING FOR FINANCE,1.5,1.5,300,Business (BUS),11
BUS-A 325,BUS,325,COST & PERFORMANCE MEASUREMENT,3.0,3.0,300,Business (BUS),6
BUS-A 327,BUS,327,TAX ANALYSIS AND APPLICATIONS,1.5,1.5,300,Business (BUS),11
BUS-A 329,BUS,329,TAXES AND DECISION MAKING,3.0,3.0,300,Business (BUS),7
BUS-A 333,BUS,333,TAXES AND FINANCIAL PLANNING,1.5,1.5,300,Business (BUS),1
BUS-A 337,BUS,337,ACCOUNTING INFORMATION SYSTEMS,3.0,3.0,300,Business (BUS),4
BUS-A 345,BUS,345,SUSTAINABILITY REPORT & ANALYS,3.0,3.0,300,Business (BUS),2
BUS-A 420,BUS,420,FINANCIAL STATEMENT ANALYSIS,3.0,3.0,400,Business (BUS),1
BUS-A 422,BUS,422,ACCOUNTING: MERGER/ACQUISITION,3.0,3.0,400,Business (BUS),2
BUS-A 424,BUS,424,FOUNDATIONS OF AUDITING,3.0,3.0,400,Business (BUS),3
BUS-A 437,BUS,437,ADVANCED MANAGEMENT ACCOUNTING,3.0,3.0,400,Business (BUS),1
BUS-A 506,BUS,506,FINANCIAL REPORTG & ANALYSIS I,1.5,1.5,500,Business (BUS),1
BUS-A 507,BUS,507,FINANCIAL REPORT & ANALYSIS II,1.5,1.5,500,Business (BUS),1
BUS-A 509,BUS,509,CAREER SUCCESS SKILLS,3.0,3.0,500,Business (BUS),5
BUS-A 514,BUS,514,AUDITING THEORY AND PRACTICE,3.0,3.0,500,Business (BUS),3
BUS-A 527,BUS,527,TAXES AND FINANCIAL STATEMENTS,1.5,1.5,500,Business (BUS),2
BUS-A 531,BUS,531,TAX OF PARTNERSHIPS & S CORPS,1.5,1.5,500,Business (BUS),1
BUS-A 537,BUS,537,CORPORATE TAXATION I,1.5,1.5,500,Business (BUS),2
BUS-A 540,BUS,540,FINANCIAL ACCOUNTING CONCEPTS,3.0,3.0,500,Business (BUS),2
BUS-A 547,BUS,547,STRATEGIC TAX PLANNING,1.5,1.5,500,Business (BUS),2
BUS-A 562,BUS,562,ADVANCED FINANCIAL ACCOUNTING,3.0,3.0,500,Business (BUS),2
BUS-A 568,BUS,568,APPL LDRSHIP PWR PERS & PRO PR,1.5,1.5,500,Business (BUS),2
BUS-A 569,BUS,569,FIELD CONSULTING,3.0,3.0,500,Business (BUS),3
BUS-A 576,BUS,576,STRATEGIC COST MANAGEMENT,1.5,1.5,500,Business (BUS),2
BUS-A 591,BUS,591,FINANCIAL ACCOUNTING THEORY,1.5,1.5,500,Business (BUS),3
BUS-A 602,BUS,602,EXPERIMENTAL RESEARCH IN ACCTG,3.0,3.0,600,Business (BUS),1
BUS-A 603,BUS,603,SPECIAL RSRCH TOPICS IN ACCT,1.5,1.5,600,Business (BUS),1
BUS-A 604,BUS,604,COLLOQUIUM IN ACCTG RESEARCH,1.5,1.5,600,Business (BUS),1
BUS-BE 265,BUS,265,BE: BUS-W265/BUS-W 365,3.0,3.0,200,Business (BUS),1
BUS-BE 304,BUS,304,BE:BUS HONORS I-CORE,14.0,14.0,300,Honors (HON),6
BUS-BE 314,BUS,314,BE: BUS-R 314/315,3.0,3.0,300,Business (BUS),2
BUS-BE 375,BUS,375,BUS-BE: I-CORE,12.0,12.0,300,Business (BUS),12
BUS-C 104,BUS,104,BUSINESS PRESENTATIONS,3.0,3.0,100,Business (BUS),63
BUS-C 106,BUS,106,BUSINESS PRESENTATIONS-HONORS,3.0,3.0,100,Honors (HON),10
BUS-C 204,BUS,204,BUSINESS WRITING,3.0,3.0,200,Business (BUS),58
BUS-C 205,BUS,205,BUSINESS WRITING: HONORS,3.0,3.0,200,Honors (HON),5
BUS-C 300,BUS,300,BUS & PROF COMMUNICATION,3.0,3.0,300,Business (BUS),3
BUS-C 355,BUS,355,TOPICS IN COMMUNICATION SKILLS,1.5,1.5,300,Business (BUS),3
BUS-D 270,BUS,270,GLOBAL BUS ENVIRONMENTS,1.5,1.5,200,Russian & East European Inst (REEI),10
BUS-D 271,BUS,271,GLOBAL BUS ANLS-INTER BUS MGMT,1.5,1.5,200,Business (BUS),10
BUS-D 311,BUS,311,GLOBAL MANAGEMENT,3.0,3.0,300,Russian & East European Inst (REEI),3
BUS-D 312,BUS,312,BUILD MNG CROSS CLTRL COMPET,3.0,3.0,300,Business (BUS),3
BUS-D 350,BUS,350,INTERNATIONAL MUSIC BUSINESS,1.5,1.5,300,Business (BUS),1
BUS-D 351,BUS,351,INTL MUSIC BUSINESS ANALYSIS,1.5,1.5,300,Business (BUS),1
BUS-D 411,BUS,411,INTERNATIONAL COMP STRATEGY,3.0,3.0,400,Business (BUS),2
BUS-D 503,BUS,503,NAVIGATING GLOBAL BUS ENVIRON,1.5,1.5,500,Latin American Studies (LTAM),1
BUS-D 620,BUS,620,DOCTORAL SEM INTERNATIONAL BUS,3.0,3.0,600,Business (BUS),1
BUS-F 100,BUS,100,INTRO TO FINANCIAL & RE CAREERS,3.0,3.0,100,Business (BUS),6
BUS-F 205,BUS,205,KC: BASICS OF EQUITY RESEARCH,1.5,1.5,200,Business (BUS),1
BUS-F 210,BUS,210,INVESTMENT BANKING & CAP MRKTS,1.5,1.5,200,Business (BUS),15
BUS-F 212,BUS,212,KNALL-COHEN FUND,1.5,1.5,200,Business (BUS),2
BUS-F 255,BUS,255,TOPICS IN FINANCE,1.5,1.5,200,Business (BUS),7
BUS-F 260,BUS,260,PERSONAL FINANCE,3.0,3.0,200,Business (BUS),4
BUS-F 300,BUS,300,INTRO FINANCIAL MANAGEMENT,3.0,3.0,300,Business (BUS),2
BUS-F 303,BUS,303,INTERMEDIATE INVESTMENTS,3.0,3.0,300,Business (BUS),19
BUS-F 304,BUS,304,HONORS FINANCIAL MANAGEMENT,3.0,3.0,300,Honors (HON),6
BUS-F 305,BUS,305,INTERMEDIATE CORPORATE FINANCE,3.0,3.0,300,Business (BUS),20
BUS-F 306,BUS,306,FINANCIAL MARKETS,3.0,3.0,300,Business (BUS),2
BUS-F 307,BUS,307,WORKING CAPITAL MANAGEMENT,3.0,3.0,300,Business (BUS),4
BUS-F 317,BUS,317,VENTURE CAPITAL & ENTREP FIN,3.0,3.0,300,Business (BUS),5
BUS-F 325,BUS,325,CRYPTOASSETS,3.0,3.0,300,Business (BUS),3
BUS-F 335,BUS,335,SECRTY TRADING & MARKET MAKING,3.0,3.0,300,Business (BUS),3
BUS-F 355,BUS,355,TOPICS IN FINANCE,3.0,3.0,300,Business (BUS),4
BUS-F 365,BUS,365,PERSONAL FINANCIAL PLANNING,3.0,3.0,300,Business (BUS),2
BUS-F 369,BUS,369,INS AND RETIREMENT PLANNING,3.0,3.0,300,Business (BUS),3
BUS-F 370,BUS,370,I-CORE - FINANCE COMPONENT,3.0,3.0,300,Business (BUS),12
BUS-F 375,BUS,375,WEALTH MANAGEMENT WORKSHOP I,1.5,1.5,300,Business (BUS),1
BUS-F 400,BUS,400,INVESTMENT BANKING WORKSHOP II,1.5,1.5,400,Business (BUS),1
BUS-F 402,BUS,402,CORP FINANCL STRAT/GOVERNANCE,3.0,3.0,400,Business (BUS),2
BUS-F 412,BUS,412,INVESTMENT MANAGEMENT WKSH II,1.5,1.5,400,Business (BUS),1
BUS-F 415,BUS,415,CORP FIN/FP & A WRKSHP CAPSTONE,3.0,3.0,400,Business (BUS),1
BUS-F 419,BUS,419,BEHAVIORAL FINANCE,3.0,3.0,400,Business (BUS),2
BUS-F 420,BUS,420,EQUITY & FIXED INCOME INVSTMNT,3.0,3.0,400,Business (BUS),3
BUS-F 421,BUS,421,DERIV SECURITS/CORP RISK MGMT,3.0,3.0,400,Business (BUS),1
BUS-F 446,BUS,446,BANK & FINANCL INTERMEDIATION,3.0,3.0,400,Business (BUS),1
BUS-F 455,BUS,455,TOPICS IN FINANCE,1.5,1.5,400,Business (BUS),1
BUS-F 507,BUS,507,SHORT-TERM FINANCIAL MGMT,1.5,1.5,500,Business (BUS),1
BUS-F 508,BUS,508,VALUATION OF REAL OPTIONS,1.5,1.5,500,Business (BUS),1
BUS-F 511,BUS,511,MSF PRACTICUM I,1.5,1.5,500,Business (BUS),2
BUS-F 516,BUS,516,CORPORATE FINANCE & VALUATION,1.5,1.5,500,Business (BUS),1
BUS-F 517,BUS,517,VENTURE CAPITAL & ENTREPRN FIN,1.5,1.5,500,Business (BUS),2
BUS-F 519,BUS,519,BEHAVIORAL FINANCE,1.5,1.5,500,Business (BUS),1
BUS-F 520,BUS,520,ASSET VALUATION & STRATEGY,1.5,1.5,500,Business (BUS),2
BUS-F 525,BUS,525,CORPORATE FINANCIAL RISK MGMT,1.5,1.5,500,Business (BUS),2
BUS-F 533,BUS,533,FINTECH FOR MANAGERS,1.5,1.5,500,Business (BUS),1
BUS-F 534,BUS,534,FINTECH IN MACHINE LEARNING,1.5,1.5,500,Business (BUS),1
BUS-F 540,BUS,540,THE FIRM IN THE CAPITAL MARKET,1.5,1.5,500,Business (BUS),3
BUS-F 541,BUS,541,SPREADSHEET MODELS IN FINANCE,1.5,1.5,500,Business (BUS),2
BUS-F 550,BUS,550,APPLIED PORTFOLIO SELECTION,1.5,1.5,500,Business (BUS),1
BUS-F 600,BUS,600,ASSET PRICING THEORY,3.0,3.0,600,Business (BUS),1
BUS-F 644,BUS,644,TOPICS IN FINANCE,3.0,3.0,600,Business (BUS),1
BUS-G 202,BUS,202,"BUSINESS, GOVERNMENT, AND SOC",3.0,3.0,200,Business (BUS),6
BUS-G 300,BUS,300,INTRO TO MGRL ECON AND STRAT,3.0,3.0,300,Business (BUS),2
BUS-G 303,BUS,303,GAME THEORY FOR BUS STRATEGY,3.0,3.0,300,Business (BUS),2
BUS-G 304,BUS,304,MANAGERIAL ECONOMICS,3.0,3.0,300,Business (BUS),2
BUS-G 316,BUS,316,SUSTAINABLE ENTERPRISE,3.0,3.0,300,Latin American Studies (LTAM),1
BUS-G 345,BUS,345,"MONEY, BANKING & CAPTL MARKETS",3.0,3.0,300,Business (BUS),4
BUS-G 350,BUS,350,BUSINESS ECONOMETRICS,3.0,3.0,300,Business (BUS),8
BUS-G 400,BUS,400,CAPSTONE IN ECON CONSULTING,3.0,3.0,400,Business (BUS),1
BUS-G 406,BUS,406,BUS ENTERPRISE & PUBLIC POLICY,3.0,3.0,400,Business (BUS),1
BUS-G 455,BUS,455,TOPICS BUS ECON & PUBLC POLICY,3.0,3.0,400,Business (BUS),2
BUS-G 492,BUS,492,PREDICTIVE ANALYTICS BUS STRAT,3.0,3.0,400,Business (BUS),3
BUS-G 540,BUS,540,MANAGERIAL ECONOMICS,1.5,1.5,500,Business (BUS),2
BUS-G 570,BUS,570,THK STRAT: GAME THRY/BUS STRAT,1.5,1.5,500,Business (BUS),2
BUS-G 651,BUS,651,ECONOMETRIC METHODS IN BUS I,3.0,3.0,600,Business (BUS),1
BUS-G 751,BUS,751,GAME THEORY,1.5,1.5,700,Business (BUS),1
BUS-G 752,BUS,752,INFORMATION ECONOMICS,1.5,1.5,700,Business (BUS),1
BUS-G 901,BUS,901,ADVANCED RESEARCH,6.0,6.0,900,Business (BUS),1
BUS-I 304,BUS,304,HONORS I-CORE DISCUSSION,2.0,2.0,300,Honors (HON),6
BUS-J 285,BUS,285,COMPETITIVE STRAT & INDUSTRY,3.0,3.0,200,Business (BUS),3
BUS-J 304,BUS,304,HONORS STRATEGIC MANAGEMENT,3.0,3.0,300,Honors (HON),6
BUS-J 306,BUS,306,STRATEGIC MGMT & LEADERSHIP,3.0,3.0,300,Business (BUS),6
BUS-J 375,BUS,375,STRATEGIC MANAGEMENT,3.0,3.0,300,Business (BUS),11
BUS-J 420,BUS,420,ADV CASE ANLS & EFF CONSULT PRES,1.5,1.5,400,Business (BUS),1
BUS-J 501,BUS,501,DEVELOP AND IMPLEMENT STRATEGY,1.5,1.5,500,Business (BUS),1
BUS-J 540,BUS,540,STRATEGIC PLNG & MGMT PROCESS,3.0,3.0,500,Business (BUS),2
BUS-K 201,BUS,201,INTRO BUS IS & DECISIONS,3.0,3.0,200,Business (BUS),62
BUS-K 204,BUS,204,INTRO BUS IS & DECISIONS-HON,3.0,3.0,200,Honors (HON),11
BUS-K 303,BUS,303,TECHNOLOGY & BUS ANALYSIS,3.0,3.0,300,Business (BUS),41
BUS-K 304,BUS,304,TECHNOLOGY & BUS ANALYSIS HON,3.0,3.0,300,Honors (HON),3
BUS-K 327,BUS,327,MODELING BUSINESS DATA,3.0,3.0,300,Business (BUS),4
BUS-K 353,BUS,353,BUSINESS ANALYTICS & MODELING,3.0,3.0,300,Business (BUS),9
BUS-K 507,BUS,507,INTRO TO SPREADSHEET MODELING,1.5,1.5,500,Business (BUS),3
BUS-K 513,BUS,513,PREDICT ANALYTICS/DATA MINING,1.5,1.5,500,Business (BUS),2
BUS-K 529,BUS,529,CLOUD-BASED ANALYTICS,1.5,1.5,500,Business (BUS),1
BUS-K 605,BUS,605,DYNAMIC PROGRAMMING,1.5,1.5,600,Business (BUS),1
BUS-K 635,BUS,635,SPCL TOPIC IN DECISION SCIENCE,1.5,1.5,600,Business (BUS),1
BUS-L 100,BUS,100,PERSONAL LAW,3.0,3.0,100,Business (BUS),1
BUS-L 201,BUS,201,LEGAL ENVIRONMENT OF BUSINESS,3.0,3.0,200,Business (BUS),11
BUS-L 293,BUS,293,HONORS-LEGAL ENVIR OF BUS,3.0,3.0,200,Honors (HON),3
BUS-L 304,BUS,304,"CRIT THINK, DEC MAKING & ADVOC",1.5,1.5,300,Business (BUS),2
BUS-L 305,BUS,305,BUS PLANNING AND CORPORATE LAW,1.5,1.5,300,Business (BUS),2
BUS-L 311,BUS,311,LAW FOR ENTREPRENEURS,3.0,3.0,300,Business (BUS),1
BUS-L 318,BUS,318,BUSINESS & POVERTY ALLEVIATION,3.0,3.0,300,Business (BUS),1
BUS-L 319,BUS,319,CLIMATE CHANGE LAW & POLICY,3.0,3.0,300,Business (BUS),1
BUS-L 328,BUS,328,SPORTS INDUSTRY WORKSHOP I,3.0,3.0,300,Business (BUS),1
BUS-L 360,BUS,360,TOPICS IN BUSINESS ETHICS,1.5,1.5,300,Business (BUS),1
BUS-L 375,BUS,375,INTRODUCTION BUSINESS ETHICS,3.0,3.0,300,Business (BUS),26
BUS-L 376,BUS,376,INTRO BUSINESS ETHICS HONORS,3.0,3.0,300,Honors (HON),3
BUS-L 395,BUS,395,"LAW, ETHICS INFO AGE",3.0,3.0,300,Business (BUS),1
BUS-L 408,BUS,408,REAL ESTATE LAW,3.0,3.0,400,Business (BUS),1
BUS-L 413,BUS,413,APPLIED DISPUTE RESOLUTION,1.5,1.5,400,Business (BUS),1
BUS-L 521,BUS,521,CRIT THOUGHT/PRACTICAL WISDOM,1.5,1.5,500,Business (BUS),2
BUS-L 540,BUS,540,COM FINANCE LAW: CREDTRS' RIGHT,1.5,1.5,500,Business (BUS),2
BUS-L 541,BUS,541,CORP FIN LAW & BUS PLANNING,1.5,1.5,500,Business (BUS),2
BUS-L 579,BUS,579,EXP CRSE IN BUS LAW & ETHICS,1.5,1.5,500,Business (BUS),1
BUS-M 155,BUS,155,TOPICS IN MARKETING,1.5,1.5,100,Business (BUS),3
BUS-M 255,BUS,255,TOPICS IN MARKETING,1.5,1.5,200,Business (BUS),2
BUS-M 300,BUS,300,INTRODUCTION TO MARKETING,3.0,3.0,300,Business (BUS),5
BUS-M 303,BUS,303,MARKETING RESEARCH,3.0,3.0,300,Business (BUS),9
BUS-M 304,BUS,304,HONORS MARKETING MANAGEMENT,3.0,3.0,300,Honors (HON),6
BUS-M 306,BUS,306,GLOBAL SALES WORKSHOP I,1.5,1.5,300,Business (BUS),1
BUS-M 310,BUS,310,BRAND MANAGEMENT PRACTICUM,3.0,3.0,300,Business (BUS),3
BUS-M 311,BUS,311,INTRO TO MKTG COMMUNICATION,3.0,3.0,300,Business (BUS),3
BUS-M 312,BUS,312,RETAIL MARKETING MANAGEMENT,3.0,3.0,300,Business (BUS),2
BUS-M 330,BUS,330,CONSULTATIVE SELLING,3.0,3.0,300,Business (BUS),5
BUS-M 339,BUS,339,RETAIL MARKETING ANALYTICS,3.0,3.0,300,Business (BUS),1
BUS-M 344,BUS,344,CREATIVITY AND COMMUNICATION,3.0,3.0,300,Business (BUS),4
BUS-M 346,BUS,346,ANALYSIS OF MARKETING DATA,3.0,3.0,300,Business (BUS),9
BUS-M 349,BUS,349,RETAIL WORKSHOP,1.5,1.5,300,Business (BUS),1
BUS-M 355,BUS,355,TOPICS IN MARKETING,3.0,3.0,300,Business (BUS),1
BUS-M 370,BUS,370,I-CORE - MARKETING COMPONENT,3.0,3.0,300,Business (BUS),12
BUS-M 401,BUS,401,INTERNATIONAL MARKETING,3.0,3.0,400,Business (BUS),1
BUS-M 405,BUS,405,CONSUMER BEHAVIOR,3.0,3.0,400,Business (BUS),5
BUS-M 406,BUS,406,GLOBAL SALES WORKSHOP 2,1.5,1.5,400,Business (BUS),1
BUS-M 407,BUS,407,BUSINESS-TO-BUSINESS MARKETING,3.0,3.0,400,Business (BUS),1
BUS-M 415,BUS,415,ADVERTISING & IMC,3.0,3.0,400,Business (BUS),1
BUS-M 419,BUS,419,RETAIL STRATEGY,3.0,3.0,400,Business (BUS),1
BUS-M 426,BUS,426,SALES MANAGEMENT,3.0,3.0,400,Business (BUS),2
BUS-M 428,BUS,428,CRM AND DIGITAL ANALYTICS,3.0,3.0,400,Business (BUS),1
BUS-M 432,BUS,432,DIGITAL MARKETING,3.0,3.0,400,Business (BUS),3
BUS-M 450,BUS,450,MARKETING STRATEGY,3.0,3.0,400,Business (BUS),2
BUS-M 455,BUS,455,TOPICS IN MARKETING,3.0,3.0,400,Business (BUS),5
BUS-M 512,BUS,512,MARKETING STRATEGY,1.5,1.5,500,Business (BUS),2
BUS-M 522,BUS,522,NEW PRODUCTS MANAGEMENT,1.5,1.5,500,Business (BUS),1
