class_number,course_code,component,status,topic,capacity,available,waitlist,delivery_mode,instructors,days,start,end,building,room
10279,INTL-I 302,LEC,OPEN,FOOD SECURITY: GLBL PERSPECTIVE,35,26,0,IN_PERSON,Siqueira A,TUTH,17:30,18:45,BH,143
1028,AST-A 890,LEC,OPEN,,15,9,0,,Vesperini E,,,,ARR,
10280,INTL-I 523,LEC,CLOSED,,24,0,0,IN_PERSON,De Groot M,TUTH,11:10,12:25,BH,209
10281,LSTU-L 320,LEC,OPEN,,20,15,0,,Linner P,,,,WB,WEB
10282,LSTU-L 331,LEC,OPEN,,20,9,0,,Varga J,,,,WB,WEB
10285,EALC-J 101,LEC,OPEN,,38,14,0,IN_PERSON,Akiyama Y; Ueda S,TUTH,13:55,14:45,RA,B109
10286,EALC-J 101,LEC,OPEN,,38,14,0,IN_PERSON,Akiyama Y; Ueda S,TUTH,13:55,14:45,RA,B109
10287,MUS-Z 270,LEC,CLOSED,,57,0,1,IN_PERSON,Cook C; Van Vleet M,TUTH,11:10,12:25,SM,C141
10288,SPH-Q 703,LEC,OPEN,,10,6,0,IN_PERSON,Ge L,MOWE,15:55,17:10,WH,116
10289,ENG-W 401,LEC,OPEN,,15,3,0,IN_PERSON,Jackson-Brown A,TUTH,12:45,14:00,BH,010
1029,AST-A 890,LEC,OPEN,,15,14,0,,Vesperini E,,,,ARR,
10290,MUS-F 419,LEC,OPEN,VIOLA ORCHESTRAL REPERTOIRE,20,4,0,IN_PERSON,Chang L,WE,15:10,16:10,SM,356
10291,MUS-F 519,LEC,OPEN,VIOLA ORCHESTRA REPERTOIRE,20,4,0,IN_PERSON,Chang L,WE,15:10,16:10,SM,356
10293,HISP-S 280,LEC,CLOSED,,24,0,3,IN_PERSON,Ortiz Manzanilla R,TUTH,09:35,10:50,BH,216
10294,HISP-S 280,LEC,CLOSED,,24,0,3,IN_PERSON,Herrera I,TUTH,15:55,17:10,BH,216
10295,HISP-S 322,LEC,CLOSED,,24,0,0,IN_PERSON,Mejias-Lopez A,MOWE,14:20,15:35,SY,200
10296,PSY-K 300,LEC,CLOSED,,106,0,2,IN_PERSON,Hu D,TUTH,11:10,12:25,PY,101
10297,EDUC-BG 470,LEC,CLOSED,,21,0,0,IN_PERSON,Gottipaty A,TUTH,14:20,15:35,ED,2025
10298,MATH-M 125,LEC,CLOSED,,30,0,0,IN_PERSON,Yuan C; Glidewell J,MOWEFR,11:35,12:25,SE,010
10299,MATH-M 125,LEC,CLOSED,,30,0,0,IN_PERSON,Yuan C; Chan P,MOWEFR,12:45,13:35,BH,243
1030,AST-A 899,LEC,OPEN,,10,7,0,,Vesperini E,,,,ARR,
10300,MATH-M 125,LEC,OPEN,,30,4,0,IN_PERSON,Yuan C; Grossman J,MOWEFR,13:55,14:45,TE,F106
10301,MATH-M 127,LEC,OPEN,,30,1,0,IN_PERSON,Yuan C; Kim C,WE,17:30,18:20,HD,TBA
10302,MATH-M 127,LEC,OPEN,,30,1,0,IN_PERSON,Yuan C; Gu C,WE,17:30,18:20,HD,TBA
10303,MATH-M 127,LEC,OPEN,,30,4,0,IN_PERSON,Yuan C; Kim J,WE,17:30,18:20,HD,TBA
10304,MSCH-C 229,LAB,CLOSED,,15,0,0,IN_PERSON,Robinson C,TH,15:00,17:30,TV,127
10305,MSCH-C 229,LAB,OPEN,,15,1,0,IN_PERSON,Carroll A,WE,09:00,11:30,TV,127
10307,MSCH-C 251,LEC,CLOSED,,18,0,3,IN_PERSON,White T,MOWE,12:45,14:00,FF,052
10308,MSCH-C 251,LEC,CLOSED,,18,0,1,IN_PERSON,Monaghan E,TUTH,11:10,12:25,FF,060
1031,AST-A 899,LEC,OPEN,,10,10,0,,Vesperini E,,,,ARR,
10310,MATH-M 212,LEC,CLOSED,,44,0,8,IN_PERSON,Pilgrim K,MOWEFR,09:10,10:00,LH,008
10311,MATH-M 212,RCT,CLOSED,,22,0,4,IN_PERSON,Pilgrim K; Gou T,TH,09:10,10:00,BH,134
10312,MATH-M 212,RCT,CLOSED,,22,0,4,IN_PERSON,Pilgrim K; Nguyen T,TH,09:10,10:00,BH,141
10313,PSY-P 657,LEC,OPEN,CLINICAL SCIENCE COLLOQUIUM,30,30,0,IN_PERSON,Wisner K,FR,09:00,11:30,PY,128
10315,GNDR-G 105,LEC,OPEN,,50,19,0,IN_PERSON,Foster L,MOWE,13:55,14:45,LH,102
10316,GNDR-G 105,DIS,OPEN,,25,8,0,IN_PERSON,B K; Foster L,WE,15:10,16:00,SE,245
10318,GNDR-G 105,DIS,OPEN,,25,11,0,IN_PERSON,B K; Foster L,TH,15:10,16:00,SW,217
10319,SPEA-V 362,LEC,OPEN,,48,18,0,IN_PERSON,Deng S,MOWE,11:10,12:25,AC,C112
1032,AST-G 901,LEC,OPEN,,12,2,0,,Vesperini E,,,,ARR,
10320,SPEA-V 443,LEC,OPEN,,48,5,0,IN_PERSON,Fonseca S,MOWE,17:30,18:45,PV,272
10321,SPEA-V 506,LEC,OPEN,,40,22,0,IN_PERSON,Strauss A,MOWE,09:35,10:50,PV,A221
10322,SOAD-C 280,LEC,OPEN,,18,5,0,IN_PERSON,Racek J,TUTH,14:20,17:05,KH,016
10325,SLST-T 131,LEC,OPEN,,14,8,0,IN_PERSON,Zhao S,MOWEFR,09:10,10:00,BH,012
10327,SLST-T 131,LEC,OPEN,,14,1,0,IN_PERSON,Zhao S,MOWEFR,11:35,12:25,BH,219
10328,SLST-T 131,LEC,OPEN,,14,5,0,IN_PERSON,Jang S,MOWEFR,12:45,13:35,BH,106
1033,AST-G 901,LEC,OPEN,,10,10,0,,Vesperini E,,,,ARR,
10331,SLST-T 154,LEC,OPEN,,14,10,0,IN_PERSON,Dan Z,MOWEFR,10:25,11:15,BH,219
10332,SLST-T 155,LEC,OPEN,,14,8,0,IN_PERSON,Traycoff C,MOWEFR,09:10,10:00,BH,106
10333,SLST-T 155,LEC,OPEN,,14,5,0,IN_PERSON,Traycoff C,MOWEFR,13:55,14:45,BH,106
10334,HON-H 237,LEC,CLOSED,PHILOSOPHY OF LAW,22,0,1,IN_PERSON,Canada G,MOWE,11:10,12:25,HU,108
10336,VSCI-V 768,LEC,OPEN,RDGS IN GAIT KIN IN IMPRD VIS,1,1,0,,Hassan S,,,,ARR,
1034,AST-S 499,LEC,OPEN,,10,9,0,,Deliyannis C,,,,ARR,
10340,SPEA-V 458,LEC,CLOSED,,30,0,1,IN_PERSON,Person H,MOWE,15:55,17:10,PV,163
10342,HIST-H 106,LEC,OPEN,,70,1,0,IN_PERSON,Ortega C,TUTH,12:45,14:00,BH,003
10343,INFO-I 363,LEC,CLOSED,,60,0,0,IN_PERSON,El-Shamy J,TUTH,12:45,14:00,IF,0117
10344,INFO-I 365,LEC,OPEN,,48,18,0,IN_PERSON,Lee E,MOWE,09:35,10:50,AC,C102
10345,SPEA-H 402,LEC,OPEN,,48,1,1,IN_PERSON,Wayne C,TUTH,11:10,12:25,PV,A335
10347,SPEA-V 272,LEC,CLOSED,,64,0,4,IN_PERSON,Siena S,TUTH,08:00,09:15,PV,169
10348,SPEA-V 491,LEC,OPEN,,15,4,0,IN_PERSON,Schnable A,TUTH,09:35,10:50,PV,275
10349,ENG-W 131,LEC,CLOSED,,23,0,0,IN_PERSON,Son H; Rivera A,MOWEFR,09:10,10:00,BH,216
1035,BIOC-B 580,LEC,CLOSED,,0,0,0,,Bochman M; Nicola C,,,,ARR,
10350,MUS-J 100,LEC,OPEN,,25,14,0,IN_PERSON,Allen R; Wroth S,MOWE,09:00,10:00,MC,309
10351,MUS-J 700,LEC,OPEN,,25,14,0,IN_PERSON,Allen R; Wroth S,MOWE,09:00,10:00,MC,309
10352,MUS-U 390,LEC,OPEN,MINDFUL MOVEMENT THROUGH YOGA,20,2,0,IN_PERSON,Wroth S; Allen R,MOWE,10:15,11:05,MC,309
10353,MUS-U 590,LEC,OPEN,MINDFUL MOVEMENT THROUGH YOGA,20,2,0,IN_PERSON,Wroth S; Allen R,MOWE,10:15,11:05,MC,309
10356,BUS-T 175,LEC,CLOSED,,45,0,0,IN_PERSON,Beranova L,TU,15:55,17:10,HH,4075
10357,BUS-T 175,LEC,CLOSED,,45,0,0,IN_PERSON,Beranova L,TH,12:45,14:00,HH,4075
10358,HISP-S 200,LEC,CLOSED,,24,0,1,IN_PERSON,Gonzalez Calderon J,MOWETH,17:30,18:20,BH,245
10359,HISP-S 250,LEC,CLOSED,,24,0,0,IN_PERSON,Brandy A,MOWEFR,08:00,08:50,SW,218
1036,BIOC-B 600,LEC,CLOSED,,0,0,0,,,,,,ARR,
10360,HISP-S 150,LEC,CLOSED,,24,0,3,IN_PERSON,Reeves R,MOTUWETH,13:55,14:45,BH,331
10361,BUS-T 175,LEC,OPEN,,40,3,0,IN_PERSON,Dutton E,WE,14:20,15:35,HH,4034
10362,BUS-T 275,LEC,CLOSED,,45,0,10,IN_PERSON,Packowski J,TH,08:00,09:15,HH,1043
10363,BUS-T 275,LEC,CLOSED,,45,0,18,IN_PERSON,Packowski J,TH,09:35,10:50,HH,1043
10364,BUS-T 275,LEC,CLOSED,,45,0,26,IN_PERSON,Packowski J,TH,11:10,12:25,HH,1043
10365,BUS-T 275,LEC,CLOSED,,45,0,2,IN_PERSON,Ratwatte T,TH,08:00,09:15,HH,4075
10366,BUS-T 275,LEC,CLOSED,,45,0,4,IN_PERSON,Ratwatte T,TH,09:35,10:50,HH,4075
10367,BUS-T 275,LEC,CLOSED,,45,0,6,IN_PERSON,Ratwatte T,TH,11:10,12:25,HH,4075
10369,BUS-C 204,LEC,CLOSED,,24,0,10,IN_PERSON,Guschwan M,MOWE,15:55,17:10,HH,3046
1037,BIOC-B 880,LEC,OPEN,,70,61,0,,Bochman M; Nicola C,,,,ARR,
10370,ENG-W 131,LEC,CLOSED,,23,0,1,IN_PERSON,Alexandra J,MOWEFR,13:55,14:45,BH,244
10371,BUS-C 204,LEC,CLOSED,,24,0,12,IN_PERSON,Leppert M,MOWE,09:35,10:50,HH,3048
10372,BUS-C 204,LEC,CLOSED,,24,0,2,IN_PERSON,Brentlinger J,MOWE,17:30,18:45,HH,3052
10374,SPEA-V 326,LEC,CLOSED,,35,0,0,IN_PERSON,Lucas S,MOWE,19:05,20:20,PV,276
10375,ENG-W 131,LEC,CLOSED,,23,0,0,IN_PERSON,Silvester K; Pulverenti B,MOWEFR,08:00,08:50,BH,145
10376,ENG-W 131,LEC,CLOSED,,23,0,0,IN_PERSON,Bugg S; Silvester K,MOWEFR,15:10,16:00,BH,238
10377,SPEA-A 450,LEC,OPEN,CURATING IN GALLERIES & MUSEUM,30,8,0,IN_PERSON,Hatcher S,MOWE,12:45,14:00,PV,163
10378,GNDR-X 490,LEC,OPEN,,2,2,0,,Allen S,,,,ARR,
10379,BUS-C 104,BIDS,CLOSED,,32,0,0,IN_PERSON,Powell M,MOWE,15:55,17:10,HH,3016
1038,BIOL-G 901,LEC,OPEN,,94,48,0,,Moczek A; Allen S,,,,ARR,
10380,BUS-A 304,DIS,CLOSED,,38,0,2,IN_PERSON,Lyman R; Schippert G,FR,11:10,12:25,HH,2046
10381,BUS-A 304,DIS,CLOSED,,38,0,7,IN_PERSON,Lyman R; Schippert G,FR,12:45,14:00,HH,2046
10382,BUS-A 304,DIS,CLOSED,,38,0,3,IN_PERSON,Lyman R; Latham W,FR,09:35,10:50,HH,3030
10383,BUS-A 306,DIS,CLOSED,,38,0,3,IN_PERSON,Clark J; Horstkamp C,FR,09:35,10:50,HH,1050
10384,BUS-A 306,DIS,CLOSED,,38,0,5,IN_PERSON,Clark J; Horstkamp C,FR,11:10,12:25,HH,1050
10385,BUS-A 306,DIS,CLOSED,,38,0,4,IN_PERSON,Clark J; Horstkamp C,FR,12:45,14:00,HH,1050
10386,BUS-A 327,LEC,CLOSED,,52,0,1,IN_PERSON,Hagerty A,TUTH,09:35,10:50,HH,1030
10387,BUS-C 204,LEC,CLOSED,,24,0,13,IN_PERSON,Graham P,MOWE,11:10,12:25,HH,3052
10388,BUS-C 204,LEC,CLOSED,,24,0,20,IN_PERSON,Bunger A,TUTH,11:10,12:25,BQ,C232
10389,BUS-C 204,LEC,CLOSED,,24,0,14,IN_PERSON,Guschwan M,MOWE,14:20,15:35,HH,3046
10390,BUS-C 204,LEC,CLOSED,,24,0,14,IN_PERSON,Morgan J,MOWE,12:45,14:00,HH,3048
10391,BUS-C 204,LEC,CLOSED,,24,0,2,IN_PERSON,Clark S,TUTH,09:35,10:50,HH,3048
10392,BUS-C 204,LEC,CLOSED,,24,0,3,IN_PERSON,Hook J,TUTH,15:55,17:10,HH,3046
10393,FOLK-E 251,LEC,OPEN,MUSIC & DISASTER,30,9,0,IN_PERSON,Dirksen R,TUTH,11:10,12:25,C2,203
10394,BUS-F 644,LEC,OPEN,"FIN INNOV LABOR, HOUSEHOLDS",10,4,0,IN_PERSON,Kleiner K,TH,13:00,15:30,HH,7301
10397,MSCH-C 250,LEC,OPEN,,234,1,3,IN_PERSON,Layton S,TUTH,11:10,12:25,MO,007
10398,MSCH-C 250,LAB,CLOSED,,18,0,0,IN_PERSON,Gutierrez D; Layton S,FR,08:00,09:15,FF,058
10399,MSCH-C 250,LAB,CLOSED,,18,0,1,IN_PERSON,Gutierrez D; Layton S,FR,09:35,10:50,FF,058
10400,MSCH-C 250,LAB,CLOSED,,18,0,0,IN_PERSON,Lehmkuhl M; Layton S,FR,09:35,10:50,FF,052
10401,MSCH-C 250,LAB,CLOSED,,18,0,2,IN_PERSON,Lehmkuhl M; Layton S,FR,11:10,12:25,FF,052
10402,MSCH-C 250,LAB,CLOSED,,18,0,1,IN_PERSON,Johnson C; Layton S,FR,11:10,12:25,FF,058
10403,MSCH-C 250,LAB,CLOSED,,18,0,0,IN_PERSON,Farooq U; Layton S,FR,09:35,10:50,FF,062
10404,MSCH-C 250,LAB,CLOSED,,18,0,0,IN_PERSON,Obioma M; Layton S,FR,09:35,10:50,FF,003
10405,SLST-S 213,LEC,OPEN,,22,4,0,IN_PERSON,Iverson M; Yang L,TUTH,11:10,12:25,BH,312
10406,PSY-P 346,LEC,OPEN,,100,12,0,IN_PERSON,Sengelaub D,TUTH,09:35,10:50,GY,1045
10407,PSY-P 346,LEC,OPEN,,100,29,0,IN_PERSON,Bunner K,MOWEFR,13:55,14:45,GY,1045
10408,MSCH-A 305,LEC,CLOSED,,30,0,3,IN_PERSON,Melnick D,TUTH,09:35,10:50,FF,310
10411,THTR-T 438,LEC,OPEN,,5,1,0,IN_PERSON,Hahn A,TUTH,09:35,10:50,TH,A009
10412,THTR-T 546,LEC,OPEN,,5,1,0,IN_PERSON,Hahn A,TUTH,09:35,10:50,TH,A009
10413,CHEM-C 450,LEC,OPEN,,5,5,0,IN_PERSON,Pohl N,MOWEFR,10:25,11:15,CX,A300
10414,CHEM-C 453,LEC,OPEN,,4,4,0,IN_PERSON,Park Y; Singh D,MOWEFR,11:10,12:25,CX,A400
10415,CHEM-C 454,LEC,OPEN,,5,5,0,IN_PERSON,Park Y; Singh D,MOWEFR,11:10,12:25,CX,A400
10416,MSCH-J 326,LEC,OPEN,,25,8,0,IN_PERSON,Chakraborty S,MOWE,11:10,12:25,FF,312
10418,SPH-K 199,LEC,OPEN,,35,28,0,,Nielsen K,,,,WB,WEB
10419,MSCH-J 408,LEC,OPEN,,14,2,0,IN_PERSON,Johnston K,MOWE,12:45,14:00,FF,215
10421,BUS-L 319,LEC,CLOSED,,55,0,0,IN_PERSON,Eskew K,MOWE,14:20,15:35,HH,1034
10422,SPH-R 321,LEC,OPEN,,45,32,0,,Edelbrock K,,,,WB,WEB
10423,BUS-F 317,LEC,CLOSED,,50,0,10,IN_PERSON,Hays G,TUTH,09:35,10:50,HH,1046
10424,SPH-V 733,LEC,OPEN,,30,26,0,IN_PERSON,Silveyra P,MO,15:55,17:10,HD,TBA
10425,SPCN-V 517,LEC,OPEN,,30,7,0,,Ortega A,,,,WB,WEB
10426,CEUS-T 493,LEC,OPEN,POST ADV LANGUAGE-HUNGARIAN,4,4,0,,Varga V,,,,WB,WEB
10427,EALC-C 401,LEC,OPEN,,20,13,0,IN_PERSON,Tsai Y,MOWEFR,13:55,14:45,BH,315
10428,MATH-M 119,LEC,CLOSED,,90,0,9,IN_PERSON,Dona C,MOWEFR,11:35,12:25,WB,WEB
10429,HISP-S 251,LEC,OPEN,,24,10,0,IN_PERSON,Di Franco K,MOWEFR,09:10,10:00,SW,219
1043,BIOL-L 111,DIS,CLOSED,,28,0,0,IN_PERSON,Darcy T,TU,17:30,18:20,JH,440
10430,EALC-J 527,LEC,OPEN,,10,5,0,,Takeuchi J,,,,ARR,
10431,CHEM-C 243,DIS,CLOSED,,2,0,0,IN_PERSON,,MO,10:25,11:15,GA,1122
10433,LING-L 415,LEC,OPEN,,10,8,0,IN_PERSON,Chelliah S,MOWE,15:55,17:10,BH,221
10434,BUS-R 314,LEC,CLOSED,,0,0,0,IN_PERSON,Harstad D,MOWE,15:55,17:10,CG,2077
10435,SPH-F 255,LEC,OPEN,,10,9,0,IN_PERSON,Heeter K,TUTH,09:35,10:50,GA,1112
10436,ANTH-A 578,LEC,OPEN,,10,10,0,,,,,,ARR,
10437,ASCS-Q 295,LEC,CLOSED,,50,0,1,IN_PERSON,Baker A,MOWE,09:10,10:00,EP,206
10438,ASCS-Q 295,LEC,CLOSED,,50,0,5,IN_PERSON,Baker A,MOWE,10:25,11:15,EP,206
10439,ASCS-Q 295,LEC,CLOSED,,50,0,2,IN_PERSON,Baker A,MOWE,11:35,12:25,EP,206
1044,BIOL-L 111,DIS,CLOSED,,22,0,2,IN_PERSON,Darcy T,TU,16:20,17:10,JH,A105
10440,ASCS-Q 295,LEC,CLOSED,,50,0,0,IN_PERSON,Baker A,MOWE,13:55,14:45,EP,206
10441,ASCS-Q 295,LEC,CLOSED,,50,0,0,IN_PERSON,Kendall M,MOWE,17:30,18:20,EP,206
10442,BUS-M 339,LEC,CLOSED,,45,0,1,IN_PERSON,Talbott J,TUTH,14:20,15:35,HH,2047
10443,BUS-M 432,LEC,CLOSED,,32,0,1,IN_PERSON,Wight K,MOWE,14:20,15:35,HH,1030
10444,ASCS-Q 295,LEC,CLOSED,,38,0,1,IN_PERSON,Cress E,MOWE,11:35,12:25,EP,214
10445,ASCS-Q 295,LEC,CLOSED,,38,0,0,IN_PERSON,Junken J,MOWE,13:55,14:45,EP,214
10446,BUS-M 303,LEC,CLOSED,,34,0,3,IN_PERSON,Vander Schee B,TUTH,15:55,17:10,HH,2055
10447,HISP-S 251,LEC,OPEN,,24,3,0,IN_PERSON,Di Franco K,MOWEFR,12:45,13:35,GA,0009
10448,HISP-S 281,LEC,CLOSED,,24,0,0,IN_PERSON,Amodeo Williams C,TUTH,09:35,10:50,BH,145
10449,HISP-S 281,LEC,CLOSED,,24,0,6,IN_PERSON,Amodeo Williams C,TUTH,11:10,12:25,BH,313
1045,BIOL-L 111,DIS,CLOSED,,22,0,2,IN_PERSON,Darcy T,WE,16:20,17:10,BH,229
10450,HISP-S 309,LEC,OPEN,,20,1,1,IN_PERSON,Rosenthal O,MOWE,12:45,14:00,SY,0009
10459,ENG-W 203,LEC,CLOSED,FICTION,15,0,1,IN_PERSON,Neal A,TUTH,12:45,14:00,LH,112
1046,BIOL-L 111,DIS,CLOSED,,27,0,0,IN_PERSON,Darcy T,WE,15:10,16:00,BH,146
10460,SPH-M 418,LEC,CLOSED,,100,0,22,IN_PERSON,Williams A,TUTH,09:25,10:40,WB,WEB
10461,AFRI-K 501,LEC,OPEN,,25,21,0,IN_PERSON,Ofori S,MOWE,11:35,12:25,BH,144
10462,AFRI-K 701,LEC,OPEN,,15,14,0,,Ofori S,,,,HD,TBA
10463,STAT-S 301,LEC,CLOSED,,80,0,7,IN_PERSON,Ratnasekera P,TUTH,09:35,10:50,LH,102
10464,STAT-S 301,LEC,CLOSED,,80,0,9,IN_PERSON,Ratnasekera P,TUTH,11:10,12:25,SB,150
10466,EALC-C 457,DRL,OPEN,"CHINESE CULTURE THRU LIT, FILM",10,4,0,,Chen Y,,,,ARR,
10468,SOAD-U 700,LEC,OPEN,,10,10,0,IN_PERSON,,MOWE,19:00,22:30,FA,004
10469,SOAD-D 271,LEC,CLOSED,,30,0,1,IN_PERSON,Ma J; Dutkosky K,MOWE,12:45,15:30,KH,202
1047,BIOL-L 111,DIS,CLOSED,,21,0,1,IN_PERSON,Darcy T,WE,17:30,18:20,JH,A105
10470,LING-X 471,LEC,OPEN,,10,9,0,,Bunger A,,,,ARR,
10471,SOAD-A 100,LEC,CLOSED,,20,0,2,IN_PERSON,Alunei A,FR,11:35,12:25,FA,145
10472,SOAD-A 100,LEC,CLOSED,,20,0,1,IN_PERSON,Lian A,FR,11:35,12:25,KH,318
10473,SOAD-A 101,LEC,CLOSED,,18,0,0,IN_PERSON,Pines B,MOWE,19:05,21:50,FA,174
10474,SOAD-A 102,LEC,CLOSED,,18,0,0,IN_PERSON,van Strien S,TUTH,08:00,10:45,FA,176
10475,SOAD-A 103,LEC,CLOSED,,18,0,1,IN_PERSON,Jubic S,MOWE,15:55,18:40,FA,173
10476,ENG-W 131,LEC,CLOSED,,23,0,0,IN_PERSON,Masanek J; Rivera A,MOWEFR,08:00,08:50,BH,215
10477,SOAD-S 280,LEC,CLOSED,,16,0,4,IN_PERSON,Kwarteng B,TUTH,14:20,17:05,FA,210
10478,ENG-W 131,LEC,CLOSED,,23,0,1,IN_PERSON,Osborne J; Rivera A,MOWEFR,10:25,11:15,BH,145
10479,SOAD-S 380,LEC,OPEN,CONSTRUCTION + FABRICATION,16,5,0,IN_PERSON,Caldwell A,TUTH,11:10,13:55,FA,210
1048,BIOL-L 111,DIS,CLOSED,,18,0,1,IN_PERSON,Darcy T,WE,11:35,12:25,BH,242
10480,ENG-W 131,LEC,CLOSED,,23,0,0,IN_PERSON,Gorman E; Rivera A,MOWEFR,12:45,13:35,BH,336
10481,LAW-B 533,LEC,OPEN,,135,76,0,IN_PERSON,Quintanilla V,MOTUWE,13:20,14:35,LW,121
10483,LAW-B 727,LEC,OPEN,,38,2,0,IN_PERSON,Nagy D,MOTUWE,09:50,10:45,LW,213
10484,ENG-W 131,LEC,OPEN,,23,1,0,IN_PERSON,Kim D; Rivera A,MOWEFR,10:25,11:15,BH,314
10485,EDUC-Z 533,LEC,OPEN,,6,1,0,IN_PERSON,Reynolds R,MOWE,16:20,17:10,ED,3125
10486,EDUC-M 235,LEC,CLOSED,,24,0,4,,Manifold M,,,,WB,WEB
10487,INTL-I 315,LEC,CLOSED,,35,0,7,IN_PERSON,Vicic J,TUTH,09:35,10:50,BH,206
10488,MSCH-P 352,LAB,OPEN,,18,4,0,IN_PERSON,Behringer A,MO,15:55,17:10,TV,250
10489,EDUC-K 780,LEC,OPEN,,14,5,0,IN_PERSON,Lowrey A,MO,14:20,16:50,ED,1235
1049,BIOL-L 111,DIS,CLOSED,,22,0,1,IN_PERSON,Darcy T,TH,15:10,16:00,JH,A105
10490,EDUC-K 505,LEC,OPEN,,23,2,0,,Alharbi N,,,,WB,WEB
10491,CSCI-C 322,LAB,OPEN,,25,22,0,IN_PERSON,German D,TH,18:30,19:45,PH,154
10493,SPEA-E 311,DIS,OPEN,,20,12,0,IN_PERSON,Henshel D,WE,17:30,18:45,PV,163
10494,SPEA-E 311,DIS,OPEN,,20,12,0,IN_PERSON,Henshel D,TU,17:30,18:45,PV,163
10495,EDUC-M 301,LEC,OPEN,,16,16,0,IN_PERSON,Panse N,TH,12:00,16:00,HD,TBA
10496,EDUC-M 301,LEC,OPEN,,18,18,0,IN_PERSON,Atiatorme E,TH,08:15,16:00,HD,TBA
10497,SOAD-F 207,LEC,CLOSED,,16,0,1,IN_PERSON,Frye L,TUTH,11:10,13:55,KH,305
10498,SOAD-F 213,LEC,OPEN,,16,2,0,IN_PERSON,Romans M,TUTH,14:20,17:05,KH,302
10499,SOAD-D 170,LEC,CLOSED,,18,0,3,IN_PERSON,Ma J,MOWE,09:10,11:55,KH,215
1050,BIOL-L 111,DIS,CLOSED,,25,0,0,IN_PERSON,Blizard M,WE,16:20,17:10,BH,146
10500,SOAD-D 170,LEC,CLOSED,,18,0,4,IN_PERSON,Vo H,TUTH,11:10,13:55,KH,201
10503,SPH-Q 381,LEC,CLOSED,,58,0,3,IN_PERSON,Fluharty D,TUTH,11:10,12:25,PH,013
10505,MELC-A 620,LEC,OPEN,,18,18,0,IN_PERSON,Albdairat I,MO,15:00,16:00,WH,110
10506,MELC-A 630,LEC,OPEN,,18,12,0,,Mbarki A,,,,WB,WEB
10507,NEUS-G 901,LEC,OPEN,,5,5,0,,,,,,ARR,
10508,NEUS-G 901,LEC,OPEN,,5,5,0,,,,,,ARR,
10509,SOAD-D 300,LEC,OPEN,,35,20,0,IN_PERSON,Mohammed H,TUTH,12:45,14:00,FA,102
1051,BIOL-L 111,DIS,CLOSED,,24,0,0,IN_PERSON,Blizard M,WE,11:35,12:25,JH,248
10510,HISP-S 105,LEC,CLOSED,,24,0,0,IN_PERSON,Gomes dos Santos L,MOTUWETH,08:00,08:50,SY,200
10511,HISP-S 105,LEC,OPEN,,24,1,0,IN_PERSON,Hailey A,MOTUWETH,19:55,20:45,BH,138
10512,HISP-S 250,LEC,CLOSED,,24,0,0,IN_PERSON,Jarrin Paredes G,MOWEFR,08:00,08:50,LH,125
10514,HISP-S 200,LEC,CLOSED,,24,0,3,IN_PERSON,Mirelli G,MOWEFR,10:25,11:15,GA,0013
10515,HISP-S 200,LEC,CLOSED,,24,0,2,IN_PERSON,Renda Kajdacsy-Balla Amaral L,MOWEFR,13:55,14:45,SW,219
10516,MSCH-P 352,LAB,OPEN,,18,5,0,IN_PERSON,Behringer A,WE,15:55,17:10,TV,250
10517,MSCH-P 361,LAB,CLOSED,,12,0,4,IN_PERSON,Garland Jr J,TH,10:00,14:00,TV,127
10518,MUS-M 665,LEC,OPEN,,12,5,0,IN_PERSON,Matthews I,TH,11:35,12:25,MA,011
10519,SPEA-P 762,LEC,OPEN,,15,7,0,IN_PERSON,Wing C,MOWE,15:55,17:10,PV,275
1052,BIOL-L 111,DIS,CLOSED,,25,0,0,IN_PERSON,Blizard M,WE,13:55,14:45,JH,248
10520,BUS-P 319,LEC,CLOSED,,40,0,1,IN_PERSON,Manhart P,MOWE,11:10,12:25,HH,3079
10521,THTR-T 121,LEC,OPEN,,18,4,0,IN_PERSON,Hall G,MOWE,10:50,12:35,AD,A052
10522,PHYS-P 133,LEC,OPEN,,54,31,0,IN_PERSON,Sokol P,MOWE,08:45,10:00,SW,208
10523,EDUC-G 203,LEC,OPEN,,28,2,0,IN_PERSON,White B,MOWE,08:00,09:15,ED,1204
10525,SPH-K 409,LEC,OPEN,,5,1,0,IN_PERSON,Chapman R,MOWE,11:35,12:25,RB,110
10526,MUS-Z 250,LEC,CLOSED,,40,0,0,IN_PERSON,Riedford A,TUTH,11:10,12:25,SM,344
10527,MUS-Z 281,LEC,OPEN,,80,22,0,IN_PERSON,Lubell G,MOWE,12:45,14:00,SM,015
10529,SPH-V 541,LEC,OPEN,,15,6,0,,Kamendulis L,,,,WB,WEB
1053,BIOL-L 111,DIS,OPEN,,25,1,0,IN_PERSON,Blizard M,TH,16:20,17:10,JH,A106
10534,SPH-H 380,LEC,OPEN,,50,30,0,IN_PERSON,Erinosho T,MOWE,09:35,10:55,BH,117
10536,ECON-E 401,LEC,CLOSED,,32,0,4,IN_PERSON,Hu B,TUTH,11:10,12:25,WH,121
10537,GER-E 212,LEC,OPEN,"GHETTO, SHTETL AND BEYOND",20,1,0,IN_PERSON,Kerler D,MOWE,15:55,17:10,BH,217
10538,LAW-L 690,LEC,CLOSED,EMERGING ISSUES,18,0,1,IN_PERSON,Williams C,TH,09:50,11:50,LW,214
